Department,School,SchType,SchLocation,Grade,NIVEAU2,NIVEAU3,NIVEAU4,NIVEAU5,NIVEAU6,Gender,PassRate,ExcellenceRate,Date,r1h,rfh,r3h,FluctMonth,FluctIntra,FluctTenDays,RainHistVol,HeavyRain,LowRain,ExtreFluctMonth,ExtreFluctIntra,Region,RegionCode,SchYear,IMR,District
GAGNOA,EPP MABOUO 2,0,0,CP1,0,0,0,0,0,1,0.903846153846154,0.4038461538461538,2024-11-21,36.175217,12.743589,420.71368,6.814057618507166,0.0293561473314727,0.1093224993367252,-1.033731477124359,0.0,1.0,1.0,0.0,Goh,CI13,2024-2025,0.4319031484471892,District du Gôh-Djiboua
DIVO,EPP SIOKRO,0,0,CP2,1,0,0,0,0,1,0.6428571428571429,0.3333333333333333,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
ODIENNE,EPP NIAMANA 2,0,0,CP2,1,0,0,0,0,1,0.6842105263157895,0.3421052631578947,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.1426323838862344,District du Denguélé
ODIENNE,EPP NIAMANA 2,0,0,CP1,0,0,0,0,0,1,0.7,0.55,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.1426323838862344,District du Denguélé
DIVO,EPP SIAKADJANKRO,0,0,CP2,1,0,0,0,0,1,0.6071428571428571,0.1428571428571428,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
BOUAKE 2,EPP SOUAFOUE,0,0,CP1,0,0,0,0,0,1,0.6363636363636364,0.1818181818181818,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
DIVO,EPP DISPENSAIRE 3,0,1,CP2,1,0,0,0,0,0,0.5,0.0,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.758672996707237,District du Gôh-Djiboua
BOUAKE 2,EPP SOUAFOUE,0,0,CP2,1,0,0,0,0,1,0.1333333333333333,0.0,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
BOUNA,EPP BROMAKOTE-EXTENSION,0,1,CP2,1,0,0,0,0,1,1.0,0.4833333333333333,2024-11-21,4.277854,1.6244842,350.5447,43.040516576769576,0.0387459927337398,0.1625740650478471,-1.5916229980197247,0.0,1.0,1.0,0.0,Bounkani,CI08,2024-2025,1.709875626085056,District du Zanzan
DIVO,EPP SEMININ-YAOKRO,0,0,CP2,1,0,0,0,0,1,0.9736842105263158,0.4210526315789473,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
BOUNA,EPP FAPIREDOUO,0,0,CP1,0,0,0,0,0,1,0.5,0.0,2024-11-21,4.277854,1.6244842,350.5447,43.040516576769576,0.0387459927337398,0.1625740650478471,-1.5916229980197247,0.0,1.0,1.0,0.0,Bounkani,CI08,2024-2025,1.825095005270055,District du Zanzan
BOUNA,EPP FAPIREDOUO,0,0,CP2,1,0,0,0,0,1,0.5178571428571429,0.0357142857142857,2024-11-21,4.277854,1.6244842,350.5447,43.040516576769576,0.0387459927337398,0.1625740650478471,-1.5916229980197247,0.0,1.0,1.0,0.0,Bounkani,CI08,2024-2025,1.825095005270055,District du Zanzan
BOUNA,EPP BROMAKOTE-EXTENSION,0,1,CP1,0,0,0,0,0,1,1.0,0.3125,2024-11-21,4.277854,1.6244842,350.5447,43.040516576769576,0.0387459927337398,0.1625740650478471,-1.5916229980197247,0.0,1.0,1.0,0.0,Bounkani,CI08,2024-2025,1.709875626085056,District du Zanzan
BOUNDIALI,EPP SIEMPURGO 2,0,1,CP1,0,0,0,0,0,1,0.5555555555555556,0.0,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.2086511865997583,District des Savanes
BOUAKE 2,EPP KOUEKRO-DJEHOU,0,0,CP2,1,0,0,0,0,1,0.24,0.02,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
ODIENNE,EPP SANGBANI 1,0,1,CP2,1,0,0,0,0,1,1.0,0.25,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.0427445060405718,District du Denguélé
ODIENNE,EPP LILLE,0,0,CP2,1,0,0,0,0,1,0.75,0.4166666666666667,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.0571836454115287,District du Denguélé
ODIENNE,EPP LILLE,0,0,CP1,0,0,0,0,0,1,0.5,0.2391304347826087,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.0571836454115287,District du Denguélé
GAGNOA,EPP ZIGOPA,0,0,CP1,0,0,0,0,0,1,0.7631578947368421,0.0,2024-11-21,36.175217,12.743589,420.71368,6.814057618507166,0.0293561473314727,0.1093224993367252,-1.033731477124359,0.0,1.0,1.0,0.0,Goh,CI13,2024-2025,0.4319031484471892,District du Gôh-Djiboua
GAGNOA,EPP ZIGOPA,0,0,CP2,1,0,0,0,0,1,0.4285714285714285,0.0,2024-11-21,36.175217,12.743589,420.71368,6.814057618507166,0.0293561473314727,0.1093224993367252,-1.033731477124359,0.0,1.0,1.0,0.0,Goh,CI13,2024-2025,0.4319031484471892,District du Gôh-Djiboua
BOUAKE 2,EPP KONDROBO,0,0,CP1,0,0,0,0,0,1,0.65625,0.1875,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.626935031501331,District de la Vallée du Bandama
ODIENNE,EPP SANDJOUGOUNA,0,0,CP1,0,0,0,0,0,1,0.6,0.0,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.1823247685023793,District du Denguélé
BOUAKE 2,EPP KOUEKRO-DJEHOU,0,0,CP1,0,0,0,0,0,1,0.0869565217391304,0.0,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
ODIENNE,EPP SANDJOUGOUNA,0,0,CP2,1,0,0,0,0,1,0.5666666666666667,0.0,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.1823247685023793,District du Denguélé
BOUNDIALI,EPP SIEMPURGO 2,0,1,CP2,1,0,0,0,0,1,0.8484848484848485,0.1666666666666666,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.2086511865997583,District des Savanes
BOUNDIALI,EPP GBALLO,0,0,CP2,1,0,0,0,0,1,0.0,0.0,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
BOUNDIALI,EPP BASSO,0,0,CP2,1,0,0,0,0,1,0.9,0.5,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP FENI,0,0,CP1,0,0,0,0,0,1,0.5757575757575758,0.1515151515151515,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP FENI,0,0,CP2,1,0,0,0,0,1,0.8461538461538461,0.4230769230769231,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
DIVO,EPP GOGNE 2,0,0,CP2,1,0,0,0,0,0,0.7142857142857143,0.5,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.8470077618359835,District du Gôh-Djiboua
DIVO,EPP KAHIOUE,0,0,CP1,0,0,0,0,0,0,0.6764705882352942,0.2352941176470588,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
BOUNDIALI,EPP IRIBASSO,0,0,CP1,0,0,0,0,0,1,1.0,0.0,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP IRIBASSO,0,0,CP2,1,0,0,0,0,1,0.5,0.0,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
DIVO,EPP PETIT-BOUNDIALI,0,0,CP2,1,0,0,0,0,1,0.625,0.3125,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
BOUNDIALI,EPP NEGUEPIE 1,0,0,CP1,0,0,0,0,0,1,0.6547619047619048,0.5357142857142857,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP NEGUEPIE 1,0,0,CP2,1,0,0,0,0,1,0.8548387096774194,0.6290322580645161,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
DIVO,EPP KAHIOUE,0,0,CP2,1,0,0,0,0,0,0.71875,0.125,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
DIVO,EPP GBAGRELILIE,0,0,CP1,0,0,0,0,0,0,0.8666666666666667,0.3666666666666666,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
BOUNDIALI,EPP LANDIOUGOU 2,0,0,CP2,1,0,0,0,0,1,1.0,0.5,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
BOUNDIALI,EPP BASSO,0,0,CP2,1,0,0,0,0,0,0.6153846153846154,0.3846153846153846,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP FENI,0,0,CP1,0,0,0,0,0,0,0.6956521739130435,0.3260869565217391,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP FENI,0,0,CP2,1,0,0,0,0,0,0.875,0.4375,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
DIVO,EPP GBAGRELILIE,0,0,CP2,1,0,0,0,0,0,0.7647058823529411,0.5588235294117647,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
DIVO,EPP PIAKRO,0,0,CP2,1,0,0,0,0,1,0.5227272727272727,0.1590909090909091,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
BOUNDIALI,EPP KOFFRE,0,0,CP1,0,0,0,0,0,1,0.7647058823529411,0.2058823529411764,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
BOUNDIALI,EPP IRIBASSO,0,0,CP1,0,0,0,0,0,0,1.0,0.0,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP IRIBASSO,0,0,CP2,1,0,0,0,0,0,0.5,0.0,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
BOUNDIALI,EPP KOFFRE,0,0,CP2,1,0,0,0,0,1,0.6470588235294118,0.1764705882352941,2024-11-21,5.8176475,1.8352941,437.54117,33.63902548237927,0.0983316710061928,0.2644231788245819,-1.0746904422181014,0.0,1.0,1.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
DIVO,EPP PETIT-KORHOGO,0,0,CP2,1,0,0,0,0,1,0.6052631578947368,0.1578947368421052,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
BOUAKE 2,EPP KONANKRO-SAKASSOU,0,0,CP1,0,0,0,0,0,1,0.3333333333333333,0.2777777777777778,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
ODIENNE,EPP SIANSOKORONI,0,0,CP2,1,0,0,0,0,1,0.7142857142857143,0.3571428571428571,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.0571836454115287,District du Denguélé
SAN-PEDRO,EPP GRABO 1,0,1,CP2,1,0,0,0,0,1,0.9242424242424242,0.5757575757575758,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3007022232214851,District du Bas-Sassandra
SAN-PEDRO,EPP GRABO 1,0,1,CP1,0,0,0,0,0,1,0.8,0.46,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3007022232214851,District du Bas-Sassandra
BOUAKE 2,EPP WAWANOUAN,0,0,CP1,0,0,0,0,0,1,0.7142857142857143,0.2857142857142857,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2954590305168825,District de la Vallée du Bandama
BOUAKE 2,EPP WAWANOUAN,0,0,CP2,1,0,0,0,0,1,0.7692307692307693,0.3846153846153846,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2954590305168825,District de la Vallée du Bandama
DIVO,EPP BABOUE,0,0,CP2,1,0,0,0,0,0,0.7333333333333333,0.2833333333333333,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
GAGNOA,EPP TIPADIPA 1,0,0,CP2,1,0,0,0,0,1,0.3,0.22,2024-11-21,36.175217,12.743589,420.71368,6.814057618507166,0.0293561473314727,0.1093224993367252,-1.033731477124359,0.0,1.0,1.0,0.0,Goh,CI13,2024-2025,0.4319031484471892,District du Gôh-Djiboua
DIVO,EPP TIEGBA 1,0,0,CP2,1,0,0,0,0,1,0.5,0.2142857142857142,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9636804974770052,District du Gôh-Djiboua
SAN-PEDRO,EPP GBAPET 2,0,0,CP2,1,0,0,0,0,1,0.7714285714285715,0.2285714285714285,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3562246927663131,District du Bas-Sassandra
SAN-PEDRO,EPP GBAPET 2,0,0,CP1,0,0,0,0,0,1,0.696969696969697,0.1212121212121212,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3562246927663131,District du Bas-Sassandra
SAN-PEDRO,EPP GBAPET 1,0,0,CP2,1,0,0,0,0,1,0.7037037037037037,0.074074074074074,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3562246927663131,District du Bas-Sassandra
SAN-PEDRO,EPP GBAPET 1,0,0,CP1,0,0,0,0,0,1,0.8833333333333333,0.7333333333333333,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3562246927663131,District du Bas-Sassandra
BOUAKE 2,EPP BROUKRO 1B,0,1,CP2,1,0,0,0,0,1,0.7435897435897436,0.1794871794871795,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,1.67816234979904,District de la Vallée du Bandama
BOUAKE 2,EPP BROUKRO 1B,0,1,CP1,0,0,0,0,0,1,0.4634146341463415,0.0,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,1.67816234979904,District de la Vallée du Bandama
SAN-PEDRO,EPP DIAOUDI,0,0,CP2,1,0,0,0,0,1,0.15625,0.0,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.5579355197098315,District du Bas-Sassandra
GAGNOA,EPP TIPADIPA 1,0,0,CP1,0,0,0,0,0,1,0.5909090909090909,0.25,2024-11-21,36.175217,12.743589,420.71368,6.814057618507166,0.0293561473314727,0.1093224993367252,-1.033731477124359,0.0,1.0,1.0,0.0,Goh,CI13,2024-2025,0.4319031484471892,District du Gôh-Djiboua
SAN-PEDRO,EPP GRABO 3,0,1,CP1,0,0,0,0,0,1,1.0,0.6,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3007022232214851,District du Bas-Sassandra
BOUAKE 2,EPP OUAOUASSI,0,0,CP1,0,0,0,0,0,1,0.35,0.25,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2954590305168825,District de la Vallée du Bandama
BOUAKE 2,EPP OUAOUASSI,0,0,CP2,1,0,0,0,0,1,0.4705882352941176,0.2352941176470588,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2954590305168825,District de la Vallée du Bandama
DIVO,EPP TIEGBA 2,0,0,CP2,1,0,0,0,0,1,0.6875,0.4375,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9636804974770052,District du Gôh-Djiboua
BOUAKE 2,EPP TIESSOU,0,0,CP2,1,0,0,0,0,1,1.0,0.0,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2400840557499173,District de la Vallée du Bandama
SAN-PEDRO,EPP ADJAMENE 1,0,0,CP2,1,0,0,0,0,1,0.7931034482758621,0.2068965517241379,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.8816508376036984,District du Bas-Sassandra
SAN-PEDRO,EPP ADJAMENE 1,0,0,CP1,0,0,0,0,0,1,0.7931034482758621,0.2068965517241379,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.8816508376036984,District du Bas-Sassandra
SAN-PEDRO,EPP JULES HIE NEA,0,1,CP2,1,0,0,0,0,1,0.6290322580645161,0.0,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3007022232214851,District du Bas-Sassandra
SAN-PEDRO,EPP JULES HIE NEA,0,1,CP1,0,0,0,0,0,1,0.4431818181818182,0.0,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3007022232214851,District du Bas-Sassandra
BOUAKE 2,EPP TIESSOU,0,0,CP1,0,0,0,0,0,1,0.9464285714285714,0.0,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2400840557499173,District de la Vallée du Bandama
SAN-PEDRO,EPP GRABO 3,0,1,CP2,1,0,0,0,0,1,1.0,0.4605263157894737,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.3007022232214851,District du Bas-Sassandra
BOUAKE 2,EPP SOKPA-KPALEBO,0,0,CP2,1,0,0,0,0,1,0.5681818181818182,0.1363636363636363,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.2954590305168825,District de la Vallée du Bandama
ODIENNE,EPP SIANSOKORONI,0,0,CP1,0,0,0,0,0,1,0.2352941176470588,0.1176470588235294,2024-11-21,8.023355,2.1231422,515.8344,23.460439554276235,0.228764226436447,0.8360000568968011,-1.0746526967224668,0.0,1.0,1.0,0.0,Kabadougou,CI21,2024-2025,0.0571836454115287,District du Denguélé
SAN-PEDRO,EPP DIAOUDI,0,0,CP1,0,0,0,0,0,1,0.4210526315789473,0.0,2024-11-21,180.06667,45.50769,604.9949,0.563907968087598,0.1278443895252797,0.6561866796578778,0.0496618181787445,0.0,0.0,1.0,0.0,San Pedro,CI29,2024-2025,0.5579355197098315,District du Bas-Sassandra
DIVO,EPP TATCHIDOU 2,0,0,CP2,1,0,0,0,0,1,0.45,0.05,2024-11-21,84.37723,18.871885,486.46976,2.686461145975046,0.1921130203018041,1.0629833214859037,-0.3619418802797497,0.0,1.0,1.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9636804974770052,District du Gôh-Djiboua
GAGNOA,EPP TIPADIPA 2,0,0,CP2,1,0,0,0,0,1,0.6521739130434783,0.0,2024-11-21,36.175217,12.743589,420.71368,6.814057618507166,0.0293561473314727,0.1093224993367252,-1.033731477124359,0.0,1.0,1.0,0.0,Goh,CI13,2024-2025,0.4319031484471892,District du Gôh-Djiboua
BOUAKE 2,EPP DE KPANIGOKRO,0,0,CP1,0,0,0,0,0,1,0.5263157894736842,0.2105263157894736,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.626935031501331,District de la Vallée du Bandama
BOUAKE 2,EPP DE KPANIGOKRO,0,0,CP2,1,0,0,0,0,1,0.6,0.2,2024-11-21,5.9264708,1.9816177,405.10294,48.722079116630425,0.005272961101909,0.0074211589854087,-1.77725213979824,0.0,1.0,1.0,0.0,Gbeke,CI11,2024-2025,0.626935031501331,District de la Vallée du Bandama
