Department,School,SchType,SchLocation,Grade,NIVEAU2,NIVEAU3,NIVEAU4,NIVEAU5,NIVEAU6,Gender,PassRate,ExcellenceRate,Date,r1h,rfh,r3h,FluctMonth,FluctIntra,FluctTenDays,RainHistVol,HeavyRain,LowRain,ExtreFluctMonth,ExtreFluctIntra,Region,RegionCode,SchYear,IMR,District
BOUNDIALI,EPP KOTOU,0,0,CM1,0,0,0,1,0,0,0.5,0.0,2025-01-21,2.4558825,1.1970588,12.229412,0.6107783251030943,0.1838323087525563,0.5675675246696319,-0.3982801558012311,0.0,1.0,0.0,0.0,Bagoue,CI05,2024-2025,0.6660139135889893,District des Savanes
MANKONO,EPP TIEBADOUGOU,0,0,CM1,0,0,0,1,0,0,1.0,0.3333333333333333,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BOUAKE 1,EPP CNPS B,0,1,CE2,0,0,1,0,0,0,0.7073170731707317,0.3841463414634146,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,1.787729394424916,District de la Vallée du Bandama
BOUAKE 1,EPP CNPS B,0,1,CM1,0,0,0,1,0,0,0.692156862745098,0.3529411764705882,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,1.787729394424916,District de la Vallée du Bandama
MANKONO,EPP TIEBADOUGOU,0,0,CM2,0,0,0,0,1,0,1.0,0.875,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BOUAKE 1,EPP CNPS B,0,1,CM2,0,0,0,0,1,0,0.65625,0.3958333333333333,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,1.787729394424916,District de la Vallée du Bandama
ABIDJAN 4,EPV PMFA,1,1,CE1,0,1,0,0,0,1,0.903846153846154,0.625,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
MANKONO,EPP HEREMANKONO 2,0,0,CM1,0,0,0,1,0,1,0.8163265306122449,0.7346938775510204,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BOUAKE 2,EPC 1 BEOUMI,1,1,CM1,0,0,0,1,0,1,0.9444444444444444,0.562962962962963,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5517179056659339,District de la Vallée du Bandama
BOUAKE 2,EPC 1 BEOUMI,1,1,CM2,0,0,0,0,1,1,0.9444444444444444,0.4444444444444444,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5517179056659339,District de la Vallée du Bandama
ABIDJAN 4,EPV PMFA,1,1,CE2,0,0,1,0,0,1,0.9453125,0.83203125,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
SASSANDRA,EPP DE 4 CARREFOURS,0,0,CM2,0,0,0,0,1,1,0.5555555555555556,0.3194444444444444,2025-01-21,38.39109,28.717821,228.69307,0.1744680341193752,0.3299806335272064,0.8484743915633431,0.3358079177365605,0.0,0.0,0.0,0.0,Gbokle,CI12,2024-2025,1.866508904595139,District du Bas-Sassandra
SASSANDRA,EPP DE 4 CARREFOURS,0,0,CM1,0,0,0,1,0,1,0.640625,0.296875,2025-01-21,38.39109,28.717821,228.69307,0.1744680341193752,0.3299806335272064,0.8484743915633431,0.3358079177365605,0.0,0.0,0.0,0.0,Gbokle,CI12,2024-2025,1.866508904595139,District du Bas-Sassandra
SASSANDRA,EPP DE 4 CARREFOURS,0,0,CE2,0,0,1,0,0,1,0.74375,0.525,2025-01-21,38.39109,28.717821,228.69307,0.1744680341193752,0.3299806335272064,0.8484743915633431,0.3358079177365605,0.0,0.0,0.0,0.0,Gbokle,CI12,2024-2025,1.866508904595139,District du Bas-Sassandra
BOUAKE 2,EPC 2 BEOUMI,1,1,CE1,0,1,0,0,0,1,0.6538461538461539,0.2538461538461538,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5517179056659339,District de la Vallée du Bandama
MANKONO,EPP KABAKOUHO,0,0,CE1,0,1,0,0,0,1,0.979591836734694,0.8979591836734694,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP NABAMBINKAHA,0,0,CE1,0,1,0,0,0,1,1.0,0.2333333333333333,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
DIVO,EPP TEHIRI,0,0,CM2,0,0,0,0,1,1,0.75,0.1517857142857142,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
BOUNDIALI,EPP ZOUANEGUE,0,0,CM2,0,0,0,0,1,1,0.5555555555555556,0.25,2025-01-21,2.4558825,1.1970588,12.229412,0.6107783251030943,0.1838323087525563,0.5675675246696319,-0.3982801558012311,0.0,1.0,0.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
BOUAKE 2,EPC 1 BEOUMI,1,1,CE1,0,1,0,0,0,1,0.8888888888888888,0.5055555555555555,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5517179056659339,District de la Vallée du Bandama
DIVO,EPP BRAHERI,0,0,CM1,0,0,0,1,0,1,1.0,0.5,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9636804974770052,District du Gôh-Djiboua
DIVO,EPP TEHIRIKOURA,0,0,CE2,0,0,1,0,0,1,0.5555555555555556,0.164021164021164,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
DIVO,EPP TEHIRIKOURA,0,0,CE1,0,1,0,0,0,1,0.5638888888888889,0.1666666666666666,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
SOUBRE,EPP ERNESTKRO,0,0,CM2,0,0,0,0,1,1,0.875,0.734375,2025-01-21,22.53871,17.880646,114.0,0.0873049522355093,0.3614570044159581,0.8282518595804648,0.0596974781825194,0.0,0.0,0.0,0.0,Nawa,CI26,2024-2025,0.3326488705673545,District du Bas-Sassandra
MANKONO,EPP TIEBADOUGOU,0,0,CE1,0,1,0,0,0,0,0.9743589743589745,0.7008547008547008,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP GONA,0,0,CE1,0,1,0,0,0,1,0.7888888888888889,0.562962962962963,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BOUNDIALI,EPP LANDIOUGOU 2,0,0,CM1,0,0,0,1,0,0,0.8935185185185185,0.7592592592592593,2025-01-21,2.4558825,1.1970588,12.229412,0.6107783251030943,0.1838323087525563,0.5675675246696319,-0.3982801558012311,0.0,1.0,0.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
BOUNDIALI,EPP LANDIOUGOU 2,0,0,CM2,0,0,0,0,1,0,0.9222222222222224,0.7,2025-01-21,2.4558825,1.1970588,12.229412,0.6107783251030943,0.1838323087525563,0.5675675246696319,-0.3982801558012311,0.0,1.0,0.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
MANKONO,EPP GONA,0,0,CE2,0,0,1,0,0,1,0.8101851851851852,0.4629629629629629,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP GONA,0,0,CM1,0,0,0,1,0,1,0.6666666666666666,0.3944444444444444,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP GONA,0,0,CM2,0,0,0,0,1,1,0.7301587301587301,0.4682539682539682,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP TIEBADOUGOU,0,0,CE2,0,0,1,0,0,0,1.0,0.75,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP VAKOFFI,0,0,CE2,0,0,1,0,0,0,1.0,0.0,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.175434687096796,District du Woroba
MANKONO,EPP NABAMBINKAHA,0,0,CE2,0,0,1,0,0,1,1.0,0.1680672268907563,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP VAKOFFI,0,0,CE1,0,1,0,0,0,0,1.0,0.3333333333333333,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.175434687096796,District du Woroba
DIVO,EPP DAHIRI 2,0,1,CE1,0,1,0,0,0,0,0.7280701754385965,0.4649122807017544,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.8589584212914887,District du Gôh-Djiboua
DIVO,EPP DAHIRI 2,0,1,CE2,0,0,1,0,0,0,0.6455696202531646,0.3670886075949367,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.8589584212914887,District du Gôh-Djiboua
DIVO,EPP BRAHERI,0,0,CE1,0,1,0,0,0,1,0.5671296296296297,0.3333333333333333,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9636804974770052,District du Gôh-Djiboua
DIVO,EPP BRAHERI,0,0,CE2,0,0,1,0,0,1,0.8666666666666667,0.6111111111111112,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9636804974770052,District du Gôh-Djiboua
MANKONO,EPP NABAMBINKAHA,0,0,CM1,0,0,0,1,0,1,0.9791666666666666,0.2013888888888889,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
SASSANDRA,EPP DE 4 CARREFOURS,0,0,CE1,0,1,0,0,0,1,0.5808823529411765,0.25,2025-01-21,38.39109,28.717821,228.69307,0.1744680341193752,0.3299806335272064,0.8484743915633431,0.3358079177365605,0.0,0.0,0.0,0.0,Gbokle,CI12,2024-2025,1.866508904595139,District du Bas-Sassandra
DIVO,EPP DAIRO 2,0,1,CM2,0,0,0,0,1,1,0.6522633744855967,0.331275720164609,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
DIVO,EPP PETIT-BOUNDIALI,0,0,CE2,0,0,1,0,0,0,0.9907407407407408,0.8425925925925926,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
DIVO,EPP SIAKADJANKRO,0,0,CE1,0,1,0,0,0,1,0.6722222222222223,0.3944444444444444,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
SOUBRE,EPP ERNESTKRO,0,0,CM1,0,0,0,1,0,1,0.875,0.75,2025-01-21,22.53871,17.880646,114.0,0.0873049522355093,0.3614570044159581,0.8282518595804648,0.0596974781825194,0.0,0.0,0.0,0.0,Nawa,CI26,2024-2025,0.3326488705673545,District du Bas-Sassandra
DIVO,EPP GBAGRELILIE,0,0,CE1,0,1,0,0,0,0,0.6977777777777778,0.2311111111111111,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
DIVO,EPP GBAGRELILIE,0,0,CE2,0,0,1,0,0,0,0.7071428571428572,0.3071428571428571,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
MANKONO,EPP TCHATCHATCHA,0,0,CE1,0,1,0,0,0,1,0.6,0.45,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
MANKONO,EPP TCHATCHATCHA,0,0,CE2,0,0,1,0,0,1,0.9107142857142856,0.75,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BOUAKE 2,EPC 2 BEOUMI,1,1,CM2,0,0,0,0,1,1,0.0,0.0,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5517179056659339,District de la Vallée du Bandama
DIVO,EPP DAIRO 2,0,1,CM1,0,0,0,1,0,1,0.4933333333333333,0.1422222222222222,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
DIVO,EPP GBAGRELILIE,0,0,CM1,0,0,0,1,0,0,0.6964285714285714,0.2559523809523809,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
DIVO,EPP DAIRO 3,0,1,CE1,0,1,0,0,0,1,0.603448275862069,0.264367816091954,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
DIVO,EPP DAIRO 3,0,1,CE2,0,0,1,0,0,1,0.5424836601307189,0.2352941176470588,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
DIVO,EPP DAIRO 3,0,1,CM1,0,0,0,1,0,1,0.6324786324786325,0.188034188034188,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
DIVO,EPP GBAGRELILIE,0,0,CM2,0,0,0,0,1,0,0.7637362637362637,0.3791208791208791,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.9518106912569808,District du Gôh-Djiboua
DIVO,EPP DAIRO 3,0,1,CM2,0,0,0,0,1,1,0.6777777777777778,0.4244444444444444,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
BOUNDIALI,EPP KAFONON,0,0,CE1,0,1,0,0,0,1,0.5648148148148148,0.1203703703703703,2025-01-21,2.4558825,1.1970588,12.229412,0.6107783251030943,0.1838323087525563,0.5675675246696319,-0.3982801558012311,0.0,1.0,0.0,0.0,Bagoue,CI05,2024-2025,0.0780197123176427,District des Savanes
ABIDJAN 4,EPV PMFA,1,1,CM1,0,0,0,1,0,0,0.9061224489795918,0.5795918367346938,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
ABIDJAN 4,EPV PMFA,1,1,CE2,0,0,1,0,0,0,0.9695945945945946,0.8141891891891891,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
DIVO,EPP SEMININ-YAOKRO,0,0,CM2,0,0,0,0,1,1,0.8282828282828283,0.3888888888888889,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
DIVO,EPP SEMININ-YAOKRO,0,0,CM1,0,0,0,1,0,1,0.6333333333333333,0.3444444444444444,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
DUEKOUE,EPP KOUA 2,0,0,CE1,0,1,0,0,0,1,0.3333333333333333,0.0,2025-01-21,8.021834,3.9868996,27.593887,0.2128470870875663,0.1614044681054232,0.33844469020489,-0.5154311776279215,0.0,0.0,0.0,0.0,Guemon,CI16,2024-2025,1.832095514429982,District des Montagnes
SAN-PEDRO,EPP PETIT PEDRO,0,0,CM2,0,0,0,0,1,1,0.9969135802469136,0.7160493827160493,2025-01-21,36.64872,26.53077,276.18973,0.6228222431779338,0.3061638510158063,0.8214941556539821,0.0617950796220347,0.0,0.0,0.0,0.0,San Pedro,CI29,2024-2025,0.201002254058439,District du Bas-Sassandra
DIVO,EPP DAIRO 2,0,1,CE2,0,0,1,0,0,1,0.4896073903002309,0.1593533487297921,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
DIVO,EPP SIAKADJANKRO,0,0,CM1,0,0,0,1,0,1,0.6190476190476191,0.1706349206349206,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
KORHOGO,EPP PISCINE 3,0,1,CE2,0,0,1,0,0,1,1.0,0.8531746031746031,2025-01-21,2.6820388,1.2014563,10.233009,0.3692307508750433,0.123981903244651,0.4404040330056116,-0.546681718266106,0.0,1.0,0.0,0.0,Poro,CI28,2024-2025,1.583627481350928,District des Savanes
KORHOGO,EPP PISCINE 3,0,1,CM1,0,0,0,1,0,1,0.988562091503268,0.7777777777777778,2025-01-21,2.6820388,1.2014563,10.233009,0.3692307508750433,0.123981903244651,0.4404040330056116,-0.546681718266106,0.0,1.0,0.0,0.0,Poro,CI28,2024-2025,1.583627481350928,District des Savanes
BOUAKE 2,EPP SOUAFOUE,0,0,CE1,0,1,0,0,0,1,0.48125,0.0125,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
MANKONO,EPP NABAMBINKAHA,0,0,CM2,0,0,0,0,1,1,1.0,0.1851851851851851,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
DIVO,EPP KRAGBEDOUKOU,0,0,CE1,0,1,0,0,0,0,0.7705314009661836,0.359903381642512,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
ABIDJAN 4,EPV PMFA,1,1,CM1,0,0,0,1,0,1,0.9071428571428573,0.5714285714285714,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
ABIDJAN 4,EPV PMFA,1,1,CM2,0,0,0,0,1,1,0.9444444444444444,0.7430555555555556,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
DIVO,EPP KRAGBEDOUKOU,0,0,CE2,0,0,1,0,0,0,0.8256410256410256,0.4769230769230769,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
MANKONO,EPP SAMOROSSO 1,0,0,CE1,0,1,0,0,0,1,0.1265432098765432,0.0061728395061728,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
DIVO,EPP KRAGBEDOUKOU,0,0,CM1,0,0,0,1,0,0,0.925,0.55,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,1.073678681421224,District du Gôh-Djiboua
ABIDJAN 4,EPV PMFA,1,1,CM2,0,0,0,0,1,0,0.9659090909090908,0.7840909090909091,2025-01-21,25.241936,15.048388,281.2581,0.6766773356845528,0.2166134364654121,0.5959271517985846,0.0826873122635785,0.0,0.0,0.0,0.0,District Autonome D'Abidjan,CI01,2024-2025,2.309733773318372,District Autonome d'Abidjan
BOUAKE 2,EPC 2 BEOUMI,1,1,CE2,0,0,1,0,0,1,0.6904761904761905,0.0,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5517179056659339,District de la Vallée du Bandama
DIVO,EPP DAIRO 2,0,1,CE1,0,1,0,0,0,1,0.5512820512820513,0.1837606837606837,2025-01-21,24.366549,18.430605,133.28825,0.0073023882044191,0.3308748235131696,0.8030507788539769,0.1140966916216787,0.0,0.0,0.0,0.0,Loh-Djiboua,CI22,2024-2025,0.870353133767799,District du Gôh-Djiboua
MANKONO,EPP SAMOROSSO 1,0,0,CE2,0,0,1,0,0,1,0.6597222222222222,0.1388888888888889,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BOUAKE 2,EPP SOUAFOUE,0,0,CM1,0,0,0,1,0,1,0.8819444444444444,0.3611111111111111,2025-01-21,6.0257354,4.1139708,17.238972,0.1226357864966989,0.2712019722937054,0.7765862606511451,-0.3010757382645092,0.0,0.0,0.0,0.0,Gbeke,CI11,2024-2025,0.5406847589333901,District de la Vallée du Bandama
MANKONO,EPP SAMOROSSO 1,0,0,CM1,0,0,0,1,0,1,0.8142857142857143,0.3857142857142857,2025-01-21,4.715909,2.6676137,14.835229,0.1668675116504581,0.176204820746117,0.609158702401326,-0.4859031584925659,0.0,0.0,0.0,0.0,Bere,CI07,2024-2025,0.2209194846446119,District du Woroba
BONDOUKOU,EPP GANKRO 2,0,0,CM2,0,0,0,0,1,1,0.74,0.36,2025-01-21,3.7335835,1.6097561,13.851782,0.0261306061589355,0.0806532651539734,0.3065267465052624,-0.7156883622189403,0.0,0.0,0.0,0.0,Gontougo,CI14,2024-2025,1.825095005270055,District du Zanzan
